Player,S/C,Pos,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,GP,G,A,P
Jacob Trouba,R,D,1994-02-26,Rochester,MI,USA,USA,75,209,2012,1,9,20132014,N,516,51,167,218
Alexander True,L,C,1997-07-17,Copenhagen,--,DNK,DNK,77,200,--,--,--,20192020,N,17,0,5,5
Nikita Tryamkin,L,D,1994-08-30,Yekaterinburg,--,RUS,RUS,79,265,2014,3,66,20152016,N,79,3,8,11
Alex Tuch,R,R,1996-05-10,Syracuse,NY,USA,USA,76,220,2014,1,18,20162017,N,249,60,75,135
Darcy Tucker,L,R,1975-03-15,Castor,AB,CAN,CAN,70,178,1993,6,151,19951996,N,71,10,14,24
Dominic Turgeon,L,C,1996-02-25,Pointe-Claire,QC,CAN,CAN,74,199,2014,3,63,20172018,N,9,0,0,0
Travis Turnbull,R,C,1986-07-07,St. Louis,MO,USA,USA,72,193,--,--,--,20112012,N,3,1,0,1
Kyle Turris,R,C,1989-08-14,New Westminster,BC,CAN,CAN,73,190,2007,1,3,20072008,N,685,159,241,400
Carsen Twarynski,L,L,1997-11-24,St. Albert,AB,CAN,CAN,74,198,2016,3,82,20192020,N,22,1,0,1
T.J. Tynan,R,C,1992-02-25,Orland Park,IL,USA,USA,68,165,2011,3,66,20162017,N,19,0,1,1
Dana Tyrell,L,C,1989-04-23,Airdrie,AB,CAN,CAN,70,192,2007,2,47,20102011,N,135,7,17,24
Fedor Tyutin,L,D,1983-07-19,Izhevsk,--,RUS,RUS,74,221,2001,2,40,20032004,N,540,31,133,164
Dominik Uher,L,C,1992-12-31,Ostrava,--,CZE,CZE,72,202,2011,5,144,20142015,N,2,0,0,0
David Ullstrom,L,L,1989-04-22,Jönköping,--,SWE,SWE,74,195,2008,4,102,20112012,N,49,6,7,13
R.J. Umberger,L,C,1982-05-03,Pittsburgh,PA,USA,USA,74,214,2001,1,16,20052006,N,469,105,125,230
Scottie Upshall,L,R,1983-10-07,Fort McMurray,AB,CAN,CAN,72,200,2002,1,6,20022003,N,529,92,87,179
Alexander Urbom,L,D,1990-12-20,Stockholm,--,SWE,SWE,76,215,2009,3,73,20102011,N,34,3,1,4
Urho Vaakanainen,L,D,1999-01-01,Joensuu,--,FIN,FIN,73,185,2017,1,18,20182019,N,15,0,2,2
Boris Valabik,L,D,1986-02-14,Nitra,--,SVK,SVK,79,255,2004,1,10,20072008,N,23,0,2,2
Rinat Valiev,L,D,1995-05-11,Nizhnekamsk,--,RUS,RUS,75,215,2014,3,68,20152016,N,12,0,0,0
Juuso Valimaki,L,D,1998-10-06,Tampere,--,FIN,FIN,74,212,2017,1,16,20182019,N,70,3,9,12
Curtis Valk,L,C,1993-02-08,Medicine Hat,AB,CAN,CAN,69,170,--,--,--,20172018,N,1,0,0,0
Bryce Van Brabant,L,L,1991-11-12,Morinville,AB,CAN,CAN,75,207,--,--,--,20132014,N,6,0,0,0
David Van Der Gulik,L,L,1983-04-20,Abbotsford,BC,CAN,CAN,70,173,2002,7,206,20082009,N,43,2,9,11
Mark Van Guilder,R,C,1984-01-17,Roseville,MN,USA,USA,73,186,--,--,--,20132014,N,1,0,0,0
James van Riemsdyk,L,L,1989-05-04,Middletown,NJ,USA,USA,75,217,2007,1,2,20092010,N,793,263,257,520
Trevor van Riemsdyk,R,D,1991-07-24,Middletown,NJ,USA,USA,75,188,--,--,--,20142015,N,380,16,55,71
Jim Vandermeer,L,D,1980-02-21,Caroline,AB,CAN,CAN,73,210,--,--,--,20022003,N,149,7,23,30
Chris VandeVelde,L,C,1987-03-15,Moorhead,MN,USA,USA,74,190,2005,4,97,20102011,N,278,18,30,48
Thomas Vanek,R,L,1984-01-19,Vienna,--,AUT,AUT,74,214,2003,1,5,20052006,N,711,229,300,529
Phil Varone,L,C,1990-12-04,Vaughan,ON,CAN,CAN,70,193,2009,5,146,20132014,N,97,8,9,17
Alexander Vasyunov,R,L,1988-04-22,Yaroslavl,--,RUS,RUS,73,210,2006,2,58,20102011,N,18,1,4,5
Sami Vatanen,R,D,1991-06-03,Jyväskylä,--,FIN,FIN,70,185,2009,4,106,20122013,N,473,47,153,200
Frank Vatrano,L,C,1994-03-14,East Longmeadow,MA,USA,USA,71,197,--,--,--,20152016,N,328,83,54,137
Mike Vecchione,R,R,1993-02-25,Saugus,MA,USA,USA,70,194,--,--,--,20162017,N,2,0,0,0
Stephane Veilleux,L,L,1981-11-16,Beauceville,QC,CAN,CAN,73,200,2001,3,93,20022003,N,145,7,9,16
Lukas Vejdemo,L,C,1996-01-25,Stockholm,--,SWE,SWE,74,199,2015,3,87,20192020,N,7,1,0,1
Joe Veleno,L,C,2000-01-13,Montreal,QC,CAN,CAN,73,198,2018,1,30,20202021,N,4,0,0,0
Carter Verhaeghe,L,C,1995-08-14,Toronto,ON,CAN,CAN,74,180,2013,3,82,20192020,N,94,26,22,48
Antoine Vermette,L,C,1982-07-20,St. Agapit,QC,CAN,CAN,73,197,2000,2,55,20032004,N,670,141,194,335
Joel Vermin,L,R,1992-02-05,Bern,--,CHE,CHE,71,192,2013,7,186,20152016,N,24,0,4,4
Mike Vernace,L,D,1986-05-26,Toronto,ON,CAN,CAN,72,216,2004,7,201,20082009,N,10,0,1,1
Max Veronneau,R,R,1995-12-12,Ottawa,ON,CAN,CAN,73,193,--,--,--,20182019,N,16,2,2,4
Kris Versteeg,R,R,1986-05-13,Lethbridge,AB,CAN,CAN,71,176,2004,5,134,20072008,N,552,125,176,301
Kristian Vesalainen,L,L,1999-06-01,Helsinki,--,FIN,FIN,75,207,2017,1,24,20182019,N,17,0,2,2
Ryan Vesce,R,R,1982-04-07,Lloyd Harbor,NY,USA,USA,68,175,--,--,--,20082009,N,9,3,2,5
Jimmy Vesey,L,L,1993-05-26,Boston,MA,USA,USA,75,202,2012,3,66,20162017,N,343,64,53,117
Linden Vey,R,R,1991-07-17,Wakaw,SK,CAN,CAN,72,189,2009,4,96,20132014,N,138,14,30,44
Jeffrey Viel,L,L,1997-01-28,Rimouski,QC,CAN,CAN,72,197,--,--,--,20202021,N,10,0,0,0
Gabriel Vilardi,R,C,1999-08-16,Kingston,ON,CAN,CAN,75,201,2017,1,11,20192020,N,57,10,15,25
Tomas Vincour,R,C,1990-11-19,Brno,--,CZE,CZE,74,204,2009,5,128,20102011,N,95,7,10,17
Jake Virtanen,R,R,1996-08-17,Langley,BC,CAN,CAN,73,226,2014,1,6,20152016,N,317,55,45,100
Ivan Vishnevskiy,L,D,1988-02-18,Barnaul,--,RUS,RUS,72,193,2006,1,27,20082009,N,2,0,0,0
Lubomir Visnovsky,L,D,1976-08-11,Topolcany,--,SVK,SVK,70,192,2000,4,118,20002001,N,334,50,135,185
Joe Vitale,R,C,1985-08-20,St. Louis,MO,USA,USA,71,205,2005,7,195,20102011,N,234,11,33,44
Marc-Edouard Vlasic,L,D,1987-03-30,Montreal,QC,CAN,CAN,73,205,2005,2,35,20062007,N,836,62,194,256
Anton Volchenkov,L,D,1982-02-25,Moscow,--,RUS,RUS,73,220,2000,1,21,20022003,N,332,7,46,53
Alexander Volkov,L,R,1997-08-02,Moscow,--,RUS,RUS,73,195,2017,2,48,20192020,N,43,7,6,13
Aaron Volpatti,L,L,1985-05-30,Revelstoke,BC,CAN,CAN,72,215,--,--,--,20102011,N,114,5,2,7
Jakub Voracek,L,R,1989-08-15,Kladno,--,CZE,CZE,74,214,2007,1,7,20082009,N,884,207,493,700
Mikhail Vorobyev,L,C,1997-01-05,Ufa,--,RUS,RUS,74,194,2015,4,104,20182019,N,35,2,3,5
Aaron Voros,L,L,1981-07-02,Vancouver,BC,CAN,CAN,74,210,2001,8,229,20072008,N,53,3,4,7
Slava Voynov,R,D,1990-01-15,Chelyabinsk,--,RUS,RUS,72,194,2008,2,32,20112012,N,190,18,63,81
Jakub Vrana,L,L,1996-02-28,Prague,--,CZE,CZE,72,197,2014,1,13,20162017,N,293,82,82,164
Radim Vrbata,R,R,1981-06-13,Mlada Boleslav,--,CZE,CZE,73,194,1999,7,212,20012002,N,617,179,212,391
Austin Wagner,L,L,1997-06-23,Calgary,AB,CAN,CAN,73,185,2015,4,99,20182019,N,167,22,18,40
Chris Wagner,R,R,1991-05-27,Walpole,MA,USA,USA,72,197,2010,5,122,20142015,N,356,37,26,63
Oliver Wahlstrom,R,R,2000-06-13,Quincy,MA,USA,USA,74,205,2018,1,11,20192020,N,49,11,7,18
Matt Walker,R,D,1980-04-07,Beaverlodge,AB,CAN,CAN,76,215,1998,3,83,20022003,N,74,2,3,5
Nathan Walker,L,L,1994-02-07,Cardiff,--,GBR,AUS,69,186,2014,3,89,20172018,N,25,3,2,5
Scott Walker,R,R,1973-07-19,Cambridge,ON,CAN,CAN,70,196,1993,5,124,19941995,N,42,5,3,8
Sean Walker,R,D,1994-11-13,Keswick,ON,CAN,CAN,71,196,--,--,--,20182019,N,149,10,35,45
Tim Wallace,R,R,1984-08-06,Anchorage,AK,USA,USA,73,207,--,--,--,20082009,N,85,4,7,11
Niclas Wallin,L,D,1975-02-20,Boden,--,SWE,SWE,75,220,2000,4,97,20002001,N,144,3,12,15
Rickard Wallin,L,C,1980-04-09,Stockholm,--,SWE,SWE,74,195,1998,6,160,20022003,N,60,2,7,9
Lucas Wallmark,L,C,1995-09-05,Umea,--,SWE,SWE,72,178,2014,4,97,20162017,N,187,23,36,59
Jake Walman,L,D,1996-02-20,Toronto,ON,CAN,CAN,73,210,2014,3,82,20192020,N,21,1,1,2
Ben Walter,L,C,1984-05-11,Beaconsfield,QC,CAN,CAN,73,190,2004,5,160,20052006,N,2,0,0,0
Tom Wandell,L,C,1987-01-29,Sodertalje,--,SWE,SWE,73,200,2005,5,146,20082009,N,215,19,21,40
Aaron Ward,R,D,1973-01-17,Windsor,ON,CAN,CAN,74,209,1991,1,5,19931994,N,77,1,12,13
Joel Ward,R,R,1980-12-02,North York,ON,CAN,CAN,73,225,--,--,--,20062007,N,636,116,152,268
David Warsofsky,L,D,1990-05-30,MARSHFIELD,MA,USA,USA,69,174,2008,4,95,20132014,N,55,2,9,11
Francis Wathier,L,L,1984-12-07,St. Isidore,ON,CAN,CAN,76,210,2003,6,185,20092010,N,10,0,0,0
Matt Watkins,L,R,1986-11-22,Aylesbury,SK,CAN,CAN,70,181,2005,5,160,20112012,N,1,0,0,0
Austin Watson,R,L,1992-01-13,Ann Arbor,MI,USA,USA,76,198,2010,1,18,20122013,N,340,39,48,87
Jordan Weal,R,C,1992-04-15,North Vancouver,BC,CAN,CAN,69,181,2010,3,70,20152016,N,218,32,37,69
Mike Weaver,R,D,1978-05-02,Brampton,ON,CAN,CAN,70,186,--,--,--,20012002,N,371,5,60,65
Mike Weber,L,D,1987-12-16,Pittsburgh,PA,USA,USA,74,217,2006,2,57,20072008,N,328,9,41,50
Shea Weber,R,D,1985-08-14,Sicamous,BC,CAN,CAN,76,229,2003,2,49,20052006,N,796,176,290,466
Yannick Weber,R,D,1988-09-23,Morges,--,CHE,CHE,71,200,2007,3,73,20082009,N,496,28,65,93
Anton Wedin,L,L,1993-03-01,Sundsvall,--,SWE,SWE,71,195,--,--,--,20192020,N,4,0,0,0
MacKenzie Weegar,R,D,1994-01-07,Ottawa,ON,CAN,CAN,72,200,2013,7,206,20162017,N,224,18,57,75
Doug Weight,L,C,1971-01-21,Detroit,MI,USA,USA,71,202,1990,2,34,19911992,N,54,3,23,26
Dale Weise,R,R,1988-08-05,Winnipeg,MB,CAN,CAN,74,196,2008,4,111,20102011,N,513,55,70,125
Stephen Weiss,L,C,1983-04-03,Toronto,ON,CAN,CAN,71,190,2001,1,4,20012002,N,331,81,118,199
Noah Welch,L,D,1982-08-26,Brighton,MA,USA,USA,76,215,2001,2,54,20052006,N,2,0,0,0
Andy Welinski,R,D,1993-04-27,Duluth,MN,USA,USA,73,201,2011,3,83,20172018,N,46,1,5,6
Casey Wellman,R,C,1987-10-18,Brentwood,CA,USA,USA,72,173,--,--,--,20092010,N,54,6,10,16
Eric Wellwood,L,L,1990-03-06,Windsor,ON,CAN,CAN,71,180,2009,6,171,20102011,N,31,5,5,10
Kyle Wellwood,R,C,1983-05-16,Windsor,ON,CAN,CAN,70,181,2001,5,134,20032004,N,226,43,57,100
Jeremy Welsh,L,C,1988-04-30,Bayfield,ON,CAN,CAN,75,210,--,--,--,20112012,N,27,1,1,2
Alex Wennberg,L,C,1994-09-22,Stockholm,--,SWE,SWE,74,197,2013,1,14,20142015,N,469,53,173,226
Zach Werenski,L,D,1997-07-19,Grosse Pointe,MI,USA,USA,74,218,2015,1,8,20162017,N,335,65,124,189
Kevin Westgarth,R,R,1984-02-07,Amherstburg,ON,CAN,CAN,76,234,--,--,--,20082009,N,160,7,9,16
Patrick Wey,R,D,1991-03-21,Pittsburgh,PA,USA,USA,74,200,2009,4,115,20132014,N,9,0,3,3
Blake Wheeler,R,R,1986-08-31,Plymouth,MN,USA,USA,77,225,2004,1,5,20082009,N,895,254,499,753
Colin White,R,C,1997-01-30,Boston,MA,USA,USA,73,197,2015,1,21,20162017,N,197,33,54,87
Colin White,L,D,1977-12-12,New Glasgow,NS,CAN,CAN,76,215,1996,2,49,19992000,N,204,3,19,22
Colton White,L,D,1997-05-03,London,ON,CAN,CAN,73,185,2015,4,97,20182019,N,11,0,0,0
Ian White,R,D,1984-06-04,Steinbach,MB,CAN,CAN,70,191,2002,6,191,20052006,N,263,26,74,100
Ryan White,R,C,1988-03-17,Brandon,MB,CAN,CAN,72,200,2006,3,66,20092010,N,313,31,30,61
Todd White,L,C,1975-05-21,Kanata,ON,CAN,CAN,70,198,--,--,--,19971998,N,83,8,20,28
Zach Whitecloud,R,D,1996-11-28,Brandon,MB,CAN,CAN,74,211,--,--,--,20172018,N,62,2,9,11
Trent Whitfield,L,C,1977-06-17,Alameda,SK,CAN,CAN,71,209,1996,4,100,20002001,N,17,0,1,1
Derek Whitmore,L,L,1984-12-17,Rochester,NY,USA,USA,70,190,--,--,--,20112012,N,2,0,0,0
Joe Whitney,L,R,1988-02-06,Reading,MA,USA,USA,66,167,--,--,--,20132014,N,5,1,0,1
Ray Whitney,R,L,1972-05-08,Fort Saskatchewan,AB,CAN,CAN,70,180,1991,2,23,19911992,N,338,82,171,253
Ryan Whitney,L,D,1983-02-19,Boston,MA,USA,USA,76,209,2002,1,5,20052006,N,208,16,83,99
Roman Wick,L,R,1985-12-30,Zuzwil,--,CHE,CHE,74,208,2004,5,156,20102011,N,7,0,0,0
Chris Wideman,R,D,1990-01-07,St. Louis,MO,USA,USA,70,190,2009,4,100,20152016,N,181,16,29,45
Dennis Wideman,R,D,1983-03-20,Kitchener,ON,CAN,CAN,72,202,2002,8,241,20052006,N,513,59,193,252
Patrick Wiercioch,L,D,1990-09-12,Burnaby,BC,CAN,CAN,77,202,2008,2,42,20102011,N,268,16,58,74
Jason Williams,R,C,1980-08-11,London,ON,CAN,CAN,71,192,--,--,--,20002001,N,79,9,13,22
Jeremy Williams,R,R,1984-01-26,Regina,SK,CAN,CAN,72,191,2003,7,220,20052006,N,1,0,0,0
Justin Williams,R,R,1981-10-04,Cobourg,ON,CAN,CAN,73,184,2000,1,28,20002001,N,761,195,282,477
Brian Willsie,R,R,1978-03-16,Belmont,ON,CAN,CAN,73,202,1996,6,146,19992000,N,5,0,1,1
Clay Wilson,L,D,1983-04-05,Sturgeon Lake,MN,USA,USA,72,195,--,--,--,20072008,N,22,3,2,5
Colin Wilson,L,C,1989-10-20,Greenwich,CT,USA,USA,73,215,2008,1,7,20092010,N,632,113,173,286
Garrett Wilson,L,L,1991-03-16,Barrie,ON,CAN,CAN,75,218,2009,4,107,20132014,N,84,2,6,8
Kyle Wilson,R,C,1984-12-15,Oakville,ON,CAN,CAN,73,200,2004,9,272,20092010,N,39,4,9,13
Ryan Wilson,L,D,1987-02-03,Windsor,ON,CAN,CAN,73,210,--,--,--,20092010,N,230,7,60,67
Scott Wilson,L,C,1992-04-24,Oakville,ON,CAN,CAN,71,177,2011,7,209,20142015,N,193,20,31,51
Tom Wilson,R,R,1994-03-29,Toronto,ON,CAN,CAN,76,220,2012,1,16,20132014,N,565,91,130,221
Brad Winchester,L,L,1981-03-01,Madison,WI,USA,USA,77,230,2000,2,35,20052006,N,207,19,15,34
Jesse Winchester,R,C,1983-10-04,Long Sault,ON,CAN,CAN,73,205,--,--,--,20072008,N,208,17,35,52
Tommy Wingels,R,C,1988-04-12,Evanston,IL,USA,USA,72,200,2008,6,177,20102011,N,448,62,81,143
Daniel Winnik,L,L,1985-03-06,Toronto,ON,CAN,CAN,74,210,2004,9,265,20072008,N,670,68,150,218
Ty Wishart,L,D,1988-05-19,Belleville,ON,CAN,CAN,76,225,2006,1,16,20082009,N,21,1,4,5
James Wisniewski,R,D,1984-02-21,Canton,MI,USA,USA,71,203,2002,5,156,20052006,N,367,39,168,207
Luke Witkowski,R,R,1990-04-14,Holland,MI,USA,USA,74,215,2008,6,160,20142015,N,131,2,11,13
Brendan Witt,L,D,1975-02-20,Humboldt,SK,CAN,CAN,74,223,1993,1,11,19951996,N,42,2,3,5
Christian Wolanin,L,D,1995-03-17,Quebec City,QC,CAN,CAN,74,190,2015,4,107,20172018,N,61,5,13,18
David Wolf,L,L,1989-09-15,Dusseldorf,--,DEU,DEU,75,215,--,--,--,20142015,N,3,0,0,0
Wojtek Wolski,L,L,1986-02-24,Zabrze,--,POL,POL,75,215,2004,1,21,20052006,N,211,43,78,121
Miles Wood,L,L,1995-09-13,Buffalo,NY,USA,USA,74,195,2013,4,100,20152016,N,320,65,56,121
Brendan Woods,L,L,1992-06-11,Humboldt,SK,CAN,CAN,76,210,2012,5,129,20142015,N,7,0,0,0
Tyler Wotherspoon,L,D,1993-03-12,Burnaby,BC,CAN,CAN,74,207,2011,2,57,20132014,N,30,0,5,5
Jeff Woywitka,L,D,1983-09-01,Vermilion,AB,CAN,CAN,75,227,2001,1,27,20052006,N,126,3,17,20
Andy Wozniewski,L,D,1980-05-25,Buffalo Grove,IL,USA,USA,77,225,--,--,--,20052006,N,2,0,0,0
James Wright,L,C,1990-03-24,Saskatoon,SK,CAN,CAN,76,210,2008,4,117,20092010,N,146,4,8,12
JT Wyman,R,R,1986-02-27,Edina,MN,USA,USA,74,209,2004,4,100,20092010,N,44,2,9,11
Bogdan Yakimov,L,C,1994-10-04,Nizhnekamsk,--,RUS,RUS,77,232,2013,3,83,20142015,N,1,0,0,0
Egor Yakovlev,L,D,1991-09-17,Magnitogorsk,--,RUS,RUS,72,190,--,--,--,20182019,N,25,2,5,7
Nail Yakupov,L,R,1993-10-06,Nizhnekamsk,--,RUS,RUS,71,195,2012,1,1,20122013,N,350,62,74,136
Kailer Yamamoto,R,R,1998-09-29,Spokane,WA,USA,USA,68,153,2017,1,22,20172018,N,100,20,31,51
Keith Yandle,L,D,1986-09-09,Boston,MA,USA,USA,73,192,2005,4,105,20062007,N,911,93,462,555
Alexander Yelesin,R,D,1996-02-07,Yaroslavl,--,RUS,RUS,72,195,--,--,--,20192020,N,4,0,0,0
Stephane Yelle,L,C,1974-05-09,Ottawa,ON,CAN,CAN,74,182,1992,8,186,19951996,N,70,4,4,8
Brandon Yip,R,R,1985-04-25,Vancouver,BC,CAN,CAN,73,198,2004,8,239,20092010,N,174,29,27,56
Nolan Yonkman,R,D,1981-04-01,Punnichy,SK,CAN,CAN,78,247,1999,2,37,20012002,N,26,0,2,2
Danil Yurtaykin,R,L,1997-07-01,Belovo,--,RUS,RUS,71,165,--,--,--,20192020,N,4,0,0,0
Pavel Zacha,L,C,1997-04-06,Brno,--,CZE,CZE,75,210,2015,1,6,20152016,N,312,50,89,139
Filip Zadina,L,R,1999-11-27,Pardubice,--,CZE,CZE,72,189,2018,1,6,20182019,N,84,15,22,37
Nikita Zadorov,L,D,1995-04-16,Moscow,--,RUS,RUS,78,235,2013,1,16,20132014,N,407,23,60,83
Nikita Zaitsev,R,D,1991-10-29,Moscow,--,RUS,RUS,74,199,--,--,--,20162017,N,332,16,74,90
Travis Zajac,R,C,1985-05-13,Winnipeg,MB,CAN,CAN,74,185,2004,1,20,20062007,N,790,152,262,414
Michael Zalewski,L,L,1992-08-18,New Hartford,NY,USA,USA,74,205,--,--,--,20132014,N,6,0,2,2
Steven Zalewski,L,C,1986-08-20,Utica,NY,USA,USA,72,195,2004,5,153,20092010,N,10,0,0,0
Egor Zamula,L,D,2000-03-30,Chelyabinsk,--,RUS,RUS,75,177,--,--,--,20202021,N,2,0,0,0
Greg Zanon,L,D,1980-06-05,Burnaby,BC,CAN,CAN,71,201,2000,5,156,20052006,N,263,5,31,36
Jakub Zboril,L,D,1997-02-21,Brno,--,CZE,CZE,72,195,2015,1,13,20182019,N,43,0,9,9
Trevor Zegras,L,C,2001-03-20,Bedford,NY,USA,USA,72,182,2019,1,9,20202021,N,20,2,8,10
John Zeiler,R,R,1982-11-21,Jefferson Hills,PA,USA,USA,71,204,2002,5,132,20062007,N,4,0,0,0
Henrik Zetterberg,L,C,1980-10-09,Njurunda,--,SWE,SWE,72,197,1999,7,210,20022003,N,650,154,401,555
Vladimir Zharkov,L,R,1988-01-10,Elektrostal,--,RUS,RUS,73,205,2006,3,77,20092010,N,82,2,12,14
Nikolay Zherdev,R,R,1984-11-05,Kiev,--,UKR,RUS,74,203,2003,1,4,20032004,N,56,16,6,22
Mika Zibanejad,R,C,1993-04-18,Stockholm,--,SWE,SWE,74,208,2011,1,6,20112012,N,601,198,234,432
Marek Zidlicky,R,D,1977-02-03,Most,--,CZE,CZE,71,190,2001,6,176,20032004,N,453,42,158,200
Michael Zigomanis,R,C,1981-01-17,Toronto,ON,CAN,CAN,72,200,2001,2,46,20022003,N,8,0,1,1
Radim Zohorna,L,L,1996-04-29,Havlickuv,--,CZE,CZE,78,220,--,--,--,20202021,N,8,2,2,4
Harry Zolnierczyk,L,L,1987-09-01,Toronto,ON,CAN,CAN,71,180,--,--,--,20112012,N,84,7,6,13
Artem Zub,R,D,1995-10-03,Khabarovsk,--,RUS,RUS,74,203,--,--,--,20202021,N,43,3,8,11
Andrey Zubarev,L,D,1987-03-03,Ufa,--,RUS,RUS,73,210,2005,6,187,20102011,N,4,0,1,1
Dainius Zubrus,L,C,1978-06-16,Elektrenai,--,LTU,LTU,77,225,1996,1,15,19961997,N,440,62,91,153
Mats Zuccarello,L,R,1987-09-01,Oslo,--,NOR,NOR,68,175,--,--,--,20102011,N,613,140,283,423
Jason Zucker,L,L,1992-01-16,Newport Beach,CA,USA,USA,71,192,2010,2,59,20112012,N,506,146,124,270
Valentin Zykov,R,L,1995-05-15,St. Petersburg,--,RUS,RUS,72,220,2013,2,37,20162017,N,55,7,10,17
Mark Borowiecki,L,D,1989-07-12,Ottawa,ON,CAN,CAN,74,204,2008,5,139,20112012,N,397,15,37,52
Robert Bortuzzo,R,D,1989-03-18,Thunder Bay,ON,CAN,CAN,76,216,2007,3,78,20112012,N,410,16,45,61
Evan Bouchard,R,D,1999-10-20,Oakville,ON,CAN,CAN,75,194,2018,1,10,20182019,N,19,2,3,5
Pierre-Marc Bouchard,L,C,1984-04-27,Sherbrooke,QC,CAN,CAN,70,168,2002,1,8,20022003,N,168,33,56,89
Reid Boucher,L,C,1993-09-08,Lansing,MI,USA,USA,70,195,2011,4,99,20132014,N,133,20,22,42
Francis Bouillon,L,D,1975-10-17,New York City,NY,USA,USA,68,194,--,--,--,19992000,N,291,11,36,47
Eric Boulton,L,L,1976-08-17,Halifax,NS,CAN,CAN,72,227,1994,9,234,20002001,N,236,12,12,24
Lance Bouma,L,L,1990-03-25,Provost,AB,CAN,CAN,74,208,2008,3,78,20102011,N,357,30,46,76
Marc-Andre Bourdon,L,D,1989-09-17,St-Hyacinthe,QC,CAN,CAN,72,206,2008,3,67,20112012,N,45,4,3,7
Michael Bournival,L,L,1992-05-31,Shawinigan,QC,CAN,CAN,71,198,2010,3,71,20132014,N,113,12,10,22
Chris Bourque,L,L,1986-01-29,Boston,MA,USA,USA,68,174,2004,2,33,20072008,N,39,1,6,7
Gabriel Bourque,L,L,1990-09-23,Rimouski,QC,CAN,CAN,70,206,2009,5,131,20112012,N,413,40,63,103
Rene Bourque,L,R,1981-12-10,Lac La Biche,AB,CAN,CAN,74,217,--,--,--,20052006,N,484,109,92,201
Ryan Bourque,L,C,1991-01-03,Boxford,MA,USA,USA,69,185,2009,3,80,20142015,N,1,0,0,0
Jay Bouwmeester,L,D,1983-09-27,Edmonton,AB,CAN,CAN,76,206,2002,1,3,20022003,N,769,35,186,221
Madison Bowey,R,D,1995-04-22,Winnipeg,MB,CAN,CAN,74,202,2013,2,53,20172018,N,156,5,35,40
Drayson Bowman,L,L,1989-03-08,Grand Rapids,MI,USA,USA,73,195,2007,3,72,20092010,N,179,15,18,33
Darryl Boyce,L,C,1984-07-07,Summerside,PE,CAN,CAN,72,200,--,--,--,20072008,N,83,6,12,18
Johnny Boychuk,R,D,1984-01-19,Edmonton,AB,CAN,CAN,74,227,2002,2,61,20072008,N,720,54,152,206
Zach Boychuk,L,L,1989-10-04,Airdrie,AB,CAN,CAN,70,185,2008,1,14,20082009,N,125,12,18,30
Dustin Boyd,L,C,1986-07-16,Winnipeg,MB,CAN,CAN,72,187,2004,3,98,20062007,N,88,12,13,25
Travis Boyd,R,C,1993-09-14,Hopkins,MN,USA,USA,72,190,2011,6,177,20172018,N,113,11,28,39
Brad Boyes,R,R,1982-04-17,Mississauga,ON,CAN,CAN,72,199,2000,1,24,20032004,N,494,92,161,253
Brian Boyle,L,C,1984-12-18,Hingham,MA,USA,USA,78,245,2003,1,26,20072008,N,769,122,99,221
Dan Boyle,R,D,1976-07-12,Ottawa,ON,CAN,CAN,71,194,--,--,--,19981999,N,493,71,185,256
Nick Boynton,R,D,1979-01-14,Nobleton,ON,CAN,CAN,73,218,1999,1,21,19992000,N,100,2,14,16
Tyler Bozak,R,C,1986-03-19,Regina,SK,CAN,CAN,73,199,--,--,--,20092010,N,758,166,280,446
Matt Bradley,R,R,1978-06-13,Stittsville,ON,CAN,CAN,75,200,1996,4,102,20002001,N,183,17,26,43
Erik Brannstrom,L,D,1999-09-02,Eksjo,--,SWE,SWE,69,181,2017,1,15,20182019,N,59,2,11,13
Donald Brashear,L,L,1972-01-07,Bedford,IN,USA,USA,75,237,--,--,--,19931994,N,36,0,1,1
Derick Brassard,L,C,1987-09-22,Hull,QC,CAN,CAN,73,202,2006,1,6,20072008,N,853,183,292,475
Jesper Bratt,L,L,1998-07-30,Stockholm,--,SWE,SWE,70,175,2016,6,162,20172018,N,227,44,84,128
Justin Braun,R,D,1987-02-10,Minneapolis,MN,USA,USA,74,205,2007,7,201,20102011,N,718,27,150,177
Chris Breen,L,D,1989-06-29,Uxbridge,ON,CAN,CAN,79,226,--,--,--,20132014,N,9,0,2,2
TJ Brennan,L,D,1989-04-03,Willingboro,NJ,USA,USA,73,216,2007,2,31,20112012,N,53,5,8,13
Tim Brent,R,C,1984-03-10,Cambridge,ON,CAN,CAN,72,188,2004,3,75,20062007,N,189,20,27,47
Eric Brewer,L,D,1979-04-17,Vernon,BC,CAN,CAN,76,216,1997,1,5,19981999,N,386,29,63,92
Connor Brickley,L,L,1992-02-25,Everett,MA,USA,USA,72,203,2010,2,50,20152016,N,81,6,15,21
Daniel Brickley,L,D,1995-03-30,Sandy,UT,USA,USA,75,203,--,--,--,20172018,N,5,0,2,2
Daniel Briere,R,C,1977-10-06,Gatineau,QC,CAN,CAN,69,174,1996,1,24,19971998,N,382,103,120,223
Rod Brind'Amour,L,C,1970-08-09,Ottawa,ON,CAN,CAN,73,205,1988,1,9,19891990,N,80,9,10,19
